[header]
width=25
height=20
tilewidth=32
tileheight=32
orientation=orthogonal

[tilesets]
tileset=../../DungeonCrawl_ProjectUtumnoTileset (1).png,32,32,0,0
tileset=rpg_maker_vx_rtp_tileset_by_telles0808.png,32,32,0,0

[layer]
type=Tile Layer 1
data=
855,855,855,4751,855,855,855,855,855,855,855,855,855,855,855,855,855,855,855,855,855,855,855,855,855,
4177,4243,4244,4783,4313,4314,3729,4183,4184,4214,4214,4214,4214,4214,3737,3737,3737,3737,3737,3737,3737,3737,3737,916,916,
4209,4275,4276,3762,4345,4346,3761,4215,4216,4214,4214,4214,4214,4214,4569,4815,4572,4815,4572,4815,4572,4815,4572,916,916,
3761,3761,3761,3761,3761,3761,3762,3762,3762,4214,4214,4214,4214,4214,4569,4602,4602,4602,4602,4602,4602,4602,4604,916,916,
4319,3762,3762,3762,3761,3762,3761,3761,3761,4214,4214,4214,4214,4214,4572,914,914,914,914,914,914,914,914,914,4956,
4351,3761,3761,3761,3761,4887,4888,4889,3761,3761,3761,3761,3761,3762,4572,914,914,914,914,914,914,914,914,914,4988,
4383,3762,3762,3762,3762,4919,4920,4921,3762,3762,3762,3762,3762,3762,4572,914,914,914,914,914,914,914,914,914,914,
4569,4570,4571,4570,4571,4570,4571,4570,4571,4570,4570,4571,4570,4571,4572,914,914,914,914,914,914,914,914,914,914,
4601,4602,4603,4602,4603,4602,4603,4602,4603,4602,4603,4602,4603,4602,4604,914,914,914,914,914,914,914,914,914,914,
914,914,914,914,914,4205,4174,4174,4174,4174,4174,4174,4174,4174,4206,914,914,914,914,914,914,914,914,914,914,
914,914,914,914,914,4174,4174,4174,4174,4174,4174,4174,4174,4174,4174,4174,4174,4174,4174,4174,4174,4174,4174,4206,3095,
914,914,914,914,914,4174,4174,4174,4174,4174,4174,4174,4174,4174,4174,4174,4174,4174,4174,4174,4174,4174,4174,4174,3127,
914,914,914,914,914,4174,4174,4174,4174,4174,4174,4174,4174,4174,4174,4174,4174,4174,4174,4174,4174,4174,4174,4238,3159,
914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,916,914,916,914,914,914,914,914,914,914,
914,914,914,914,4953,914,914,917,917,914,914,914,914,4955,914,914,914,914,914,914,914,914,914,914,914,
914,914,914,914,4985,914,914,914,914,914,914,914,914,4987,914,914,914,914,914,914,914,917,914,914,914,
914,914,914,914,914,914,914,914,914,914,917,914,914,914,914,914,914,914,917,914,914,914,914,4954,914,
914,914,914,914,914,914,914,914,914,914,914,914,914,917,914,914,914,914,914,914,914,914,914,4986,914,
914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,
914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,914

